"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2285","validate that nutritional info can be viewed for the generated recipe","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes2","",""
"Test that all home screen elements are properly displayed","12921","Verify home screen is loaded correctly with all elements","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes2","",""
"Test logging a recipe","13789","validate logging a recipe from recently generated recipes","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"Test that Recipe Book page contains all expected elements","11326","Given the user is on the Recipe Book page, when they open the app, then all elements should be visible","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"","21718","validate clicking on back to recipes while recipe is generating, successfully generates a recipe","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes4","",""
"Test validating the generated recipe with ingredients that are in hand","405","validate generated recipe with ingredients in hand present in the recipe_list","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes4","",""
"Test editing preferences after generating a recipe","8789","validate set preference is seen retained ","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes2","",""
"Test clicking the 'Generate New Recipe' button after the first recipe generation","803","validate now after first recipe generation, when clicked on 'Generate New Recipe Button', it should take to Add Ingredients page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes3","",""
"Test removing an added ingredient on the Add Ingredients page","5835","validate remove added ingredient functionality","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes3","",""
"Test favoriting a recipe from recently generated list","1413","validate favoriting recently generated recipes","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"Test clicking the disclaimer button","2591","validate disclaimer button functionality and its content","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes2","",""
"Test recently generated recipes","20635","validate recently generated recipes","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"","22930","As a user, I want to see the ingredients added when I view the page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes4","",""
"Test adding a searched ingredient on the Add Ingredients page","1945","validate add searched ingredient functionality","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes3","",""
"Test clicking on different recipe tabs","12337","Given the user is on the Recipe Book page, then all tabs should be clickable","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"","4792","As a user, when I do invalid search, list should return empty","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes4","",""
"","407","validate Regenerate Recipe button is present in View recipe page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes2","",""
"Test removing a recipe from favorites","6463","validate removing favorited recently generated recipes","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"","2745","validate viewing a generated recipe","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes2","",""
"Test that all home screen elements are properly displayed","3752","Given the user is on the home screen, when they open the app, then all elements should be visible","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"Test searching for generated recipes","2778","As a user, I want to search for generated recipes","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes4","",""
"","1191","As a user, when I erase search box, list should retain expected list items","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes4","",""
"Test that all home screen elements are properly displayed","12321","Verify home screen is loaded correctly with all elements","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes4","",""
"","9274","lets generate a recipe with Food_preference==Food Allergies and type==Wheat","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"Test selecting all preferences","19204","As a user When I click on the SELECT_ALL_PREFERENCES button, it should select all preferences and subsequently relevant preference pages load","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"","5634","validate flow when 'Add ingredient' button is part of preferences, then after preference page, ingredient page should be displayed","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes4","",""
"Test the LOCAL_FOOD_PREFERENCES page","4333","As a user When I click on the LOCAL_FOOD_PREFERENCES button, it should take me to LOCAL_FOOD_PREFERENCES page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"Test the Dietary Restrictions page","6021","As a user When I click on the Dietary Restrictions button, it should take me to Dietary Restrictions page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"Test the complete flow from home to generating a new recipe","13038","As a user When I click on the Generate New Recipe button, it should take me to Let's Set Your Preferences page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"Test that all recipe tabs are visible and accessible","4384","Given the user is on the Recipe Book page, then all tabs such as Habi Recipes, Search Web, My Recipes, and Chef Curated should be visible","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"","7491","validate Delete Recipe button is present in View recipe page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes2","",""
"Test the Let's Set Your Preferences page","1525","As a user When I click on the Generate New Recipe button, it should take me to Let's Set Your Preferences page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"Test navigating back to the recipes list","1632","validate navigation back to recipes from view page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes2","",""
"Test the Food Allergies page","4642","As a user When I click on the Food Allergies button, it should take me to Food Allergies page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"Test the Diet Type page","5645","As a user When I click on the Diet Type button, it should take me to Diet Type page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"","6099","validate Add Ingredients is Selected when tried to set preferences/Generate new recipe ","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes4","",""
"Test the MICRONUTRIENT_CONSIDERATIONS page","5207","As a user When I click on the MICRONUTRIENT_CONSIDERATIONS button, it should take me to MICRONUTRIENT_CONSIDERATIONS page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"Test that all home screen elements are properly displayed","12205","Verify home screen is loaded correctly with all elements","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes3","",""
"","432","validate recipe attributes to selected food preference","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes2","",""
"","18098","As a user, I want to Log Recipe from View Recipe page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes4","",""
"","24212","validate Regenerate Recipe functionality","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes2","",""
"Test the MACRONUTRIENT_CONSIDERATIONS page","4586","As a user When I click on the MACRONUTRIENT_CONSIDERATIONS button, it should take me to MACRONUTRIENT_CONSIDERATIONS page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes1","",""
"Test favoriting a recipe from recently generated list","5806","validate recipe can be favorited from view page","tests.temp.HabiRecipes","2026-06-08","passed","2026-06-08","TestRecipes","test_recipes2","",""
