"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2036","Validate user is brought back to view 'search the web' recipe page after logging the food when clicked Back button on Food Log page","tests.temp.Food","2026-07-11","passed","2026-07-11","TestSearchTheWeb","test_searchTheWeb","",""
"As a new user, I should see the 'Hi, I’m Habi!' greeting page after finishing the onboarding process","20131","test_im_habi_page","tests.temp","2026-07-11","broken","2026-07-11","TestGuidedTour","test_reg_banner","",""
"Test the Food Allergies page","4606","As a user When I click on the Food Allergies button, it should take me to Food Allergies page","tests.temp.HabiRecipes","2026-07-11","passed","2026-07-11","TestRecipes","test_recipes1","",""
"Test selecting all preferences","19039","As a user When I click on the SELECT_ALL_PREFERENCES button, it should select all preferences and subsequently relevant preference pages load","tests.temp.HabiRecipes","2026-07-11","passed","2026-07-11","TestRecipes","test_recipes1","",""
"","292","Verify target HbA1c is displayed correctly","tests.temp.Health","2026-07-11","passed","2026-07-11","TestHealthHbA1c","test_hbA1c","",""
"","2172","Verify Recent Logs displays the edited weight entry with correct details","tests.temp.Health","2026-07-11","passed","2026-07-11","TestHealthWeight","test_weight","",""
"","1060","Verify exercise list page loaded with correct details","tests.temp.Health","2026-07-11","passed","2026-07-11","TestHealthExercise","test_exercise","",""
"As a new user, I should see a validation error when the state field is not filled","134","test_stateField_is_required","tests.temp","2026-07-11","broken","2026-07-11","TestGuidedTour","test_reg_banner","",""
"","254","Verify edit button is displayed for added exercise entry","tests.temp.Health","2026-07-11","passed","2026-07-11","TestHealthExercise","test_exercise","",""
"","20265","validate clicking on back to recipes while recipe is generating, successfully generates a recipe","tests.temp.HabiRecipes","2026-07-11","broken","2026-07-11","TestRecipes","test_recipes4","",""
"Test saving targets with valid macronutrient percentages","6525","Verify when carb==44%, user can set protein==46% and fat==10% and should be able to save successfully","tests.temp.Food","2026-07-11","passed","2026-07-11","TestSetTargets","test_set_targets","",""
"As a new user, I should see a validation error when the timezone field is not filled","131","test_timezoneField_is_required","tests.temp","2026-07-11","broken","2026-07-11","TestGuidedTour","test_reg_banner","",""
"","1166","Verify user edited HbA1c reflects in main weight page","tests.temp.Health","2026-07-11","passed","2026-07-11","TestHealthHbA1c","test_hbA1c","",""
"","4224","verify invalid search shows message==","tests.temp","2026-07-11","passed","2026-07-11","TestChefCurated","test_curatedRecipes","",""
"","10061","Verify user can set target in Milliliter (ml)","tests.temp.WaterTracking","2026-07-11","passed","2026-07-11","TestWater","test_water","",""
"","1015","Verify Filter range buttons reflect the correct date range upon clicking Year filter","tests.temp.Health","2026-07-11","passed","2026-07-11","TestHealthWeight","test_weight","",""
"","2474","Verify user can delete weight and but saying NO, shouldn't delete weight","tests.temp.Health","2026-07-11","passed","2026-07-11","TestHealthBloodPressure","test_BP","",""
"","21172","Verify chef curated can be filtered based on specific tag==High-Protein and validate only those curated recipes published from coach portal for selected Tag should be filtered with expected Name, cal & serving size","tests.temp","2026-07-11","passed","2026-07-11","TestChefCurated","test_curatedRecipes","",""
"Test Snap functionality","21371","Verify user can select photo from gallery for food snap and analysis","tests.temp.Food","2026-07-11","broken","2026-07-11","TestSnap","test_snap","",""
"","3412","Verify user can remove a custom set reminder","tests.temp.WaterTracking","2026-07-11","passed","2026-07-11","TestWater","test_water","",""
"","280","Verify edit button is displayed for the added weight entry","tests.temp.Health","2026-07-11","passed","2026-07-11","TestHealthBloodPressure","test_BP","",""
"","8330","Validate user should see favorited recipe in 'Search the Web' search/list page","tests.temp.Food","2026-07-11","passed","2026-07-11","TestSearchTheWeb","test_searchTheWeb","",""
"","1931","Verify ENTRY_COUNT reflects the correct value after adding second exercise","tests.temp.Health","2026-07-11","passed","2026-07-11","TestHealthExercise","test_exercise","",""
"","1637","Validate 'click here to view the full recipe' link-button displays popup with relevant message","tests.temp.Food","2026-07-11","passed","2026-07-11","TestSearchTheWeb","test_searchTheWeb","",""
"Test Snap functionality","3770","Verify user should see 'Analysis Complete. Review and edit details below.' page after completeing analysis","tests.temp.Food","2026-07-11","passed","2026-07-11","TestSnap","test_snap","",""
"","3903","Verify 'Create Meal' page elements","tests.temp.Food","2026-07-11","passed","2026-07-11","TestMyMeals","test_zmy_meals","",""
"","40868","Verify when nutrient targets/data are updated, the changes are reflected in the Nutrient Details page","tests.temp.Food","2026-07-11","passed","2026-07-11","TestFoodNutrientViewDetails","test_viewDetails","",""
"Test Snap functionality","110","Verify first time snap user greeted with welcome page and when clicked on 'Let's Snap!' button takes you to camera taking or photo library","tests.temp.Food","2026-07-11","broken","2026-07-11","TestSnap","test_snap","",""
"","19740","Verify chef curated can be filtered based on specific tag==Plate Method Friendly and validate only those curated recipes published from coach portal for selected Tag should be filtered with expected Name, cal & serving size","tests.temp","2026-07-11","passed","2026-07-11","TestChefCurated","test_curatedRecipes","",""
"","340","validate Regenerate Recipe button is present in View recipe page","tests.temp.HabiRecipes","2026-07-11","passed","2026-07-11","TestRecipes","test_recipes2","",""
"Test the Dietary Restrictions page","5161","As a user When I click on the Dietary Restrictions button, it should take me to Dietary Restrictions page","tests.temp.HabiRecipes","2026-07-11","passed","2026-07-11","TestRecipes","test_recipes1","",""
"","899","Verify Recent Logs displays data for the filter 'Month' as the added data lies within the month","tests.temp.Health","2026-07-11","passed","2026-07-11","TestHealthExercise","test_exercise","",""
"","9137","lets generate a recipe with Food_preference==Food Allergies and type==Wheat","tests.temp.HabiRecipes","2026-07-11","passed","2026-07-11","TestRecipes","test_recipes1","",""
