"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test case 2 description","40117","Verify user is able to add weight","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","821","Verify Filter range buttons reflect the correct date range upon clicking Month filter","tests.temp.Health","2026-09-24","broken","2026-09-24","TestHealthWeight","test_weight","",""
"","3503","Verify user can see coach added weights","tests.temp.Health","2026-09-24","failed","2026-09-24","TestHealthWeight","test_weight","",""
"","10787","Verify user can edit target weight set","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","393","Verify target weight is displayed correctly","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","858","Verify user edited weight reflects in main weight page","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","975","Verify Filter range buttons reflect the correct date range upon clicking Week filter","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","884","Verify Recent Logs displays data for the filter 'Month' as the added data lies within the month","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","939","Verify weight list page loaded with correct UI elements","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","270","Verify entry date for added weight is displayed correctly in list view","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","282","Verify delete button is displayed for the added weight entry","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","12348","Verify user can add weight using floating plus button","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","2483","Verify user can delete weight and but saying YES, should delete weight","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","889","Verify Recent Logs displays data for the filter 'All' irrespective of the range","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"Test case 3 description","1663","Verify user can view added weights","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","901","Verify Recent Logs displays data for the filter 'Week' as the added data lies within the week","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","860","Verify Recent Logs displays data for the filter 'Year' as the added data lies within the year","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","814","Verify Filter range buttons reflect the correct date range upon clicking Year filter","tests.temp.Health","2026-09-24","broken","2026-09-24","TestHealthWeight","test_weight","",""
"","313","Verify added weight entry is displayed correctly in list view","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","15943","Verify edited target weight reflects the same on main page","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","2274","Verify Recent Logs displays the edited weight entry with correct details","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","19724","Verify 'No data recorded' message displayed when no weights are recorded","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","276","Verify month and year header is displayed correctly","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","284","Verify edit button is displayed for the added weight entry","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","10320","Verify user can edit added weights","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","287","Verify weight entry count is displayed correctly in list view","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","2572","Verify user can delete weight and but saying NO, shouldn't delete weight","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
"","1875","Verify ENTRY_COUNT reflects the correct value after adding weight","tests.temp.Health","2026-09-24","passed","2026-09-24","TestHealthWeight","test_weight","",""
