"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","331","Verify added weight entry is displayed correctly in list view","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthWeight","test_weight","",""
"","317","Verify target HbA1c is displayed correctly","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthHbA1c","test_hbA1c","",""
"","289","Verify month and year header is displayed correctly","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthBloodPressure","test_BP","",""
"Test login functionality with valid credentials","25568","Verify 'No data recorded' message displayed when no HbA1c data is recorded","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthHbA1c","test_hbA1c","",""
"","3888","Verify user can edit HbA1c","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthHbA1c","test_hbA1c","",""
"","11604","Verify user can add exercise data==Other activity","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthExercise","test_exercise","",""
"","11414","Verify user can edit target weight set","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthWeight","test_weight","",""
"","816","Verify Filter range buttons reflect the correct date range upon clicking Year filter","tests.temp.Health","2026-09-03","broken","2026-09-03","TestHealthExercise","test_exercise","",""
"","3969","Verify user cannot save HbA1c entry>=14","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthHbA1c","test_hbA1c","",""
"","5105","Verify user can edit added exercise","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthExercise","test_exercise","",""
"","2662","Verify user can delete weight and but saying NO, shouldn't delete weight","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthBloodPressure","test_BP","",""
"","2517","Verify user can delete weight and but saying YES, should delete weight","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthHbA1c","test_hbA1c","",""
"","835","Verify Filter range buttons reflect the correct date range upon clicking Year filter","tests.temp.Health","2026-09-03","broken","2026-09-03","TestHealthWeight","test_weight","",""
"Test case 3 description","1702","Verify user can view added exercise","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthExercise","test_exercise","",""
"","7363","Verify user can edit target weight set","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthBloodPressure","test_BP","",""
"","11198","Verify user set target for exercise should reflect same in main page","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthExercise","test_exercise","",""
"","113","Verify filters such as 'Month' is not available for HbA1c health param","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthHbA1c","test_hbA1c","",""
"","11059","Verify user can view added exercise data==Other activity","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthExercise","test_exercise","",""
"","1887","Verify ENTRY_COUNT reflects the correct value after adding second exercise","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthExercise","test_exercise","",""
"","930","Verify Recent Logs displays data for the filter 'Month' as the added data lies within the month","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthExercise","test_exercise","",""
"","928","Verify user edited exercise reflects in main weight page","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthExercise","test_exercise","",""
"","846","Verify Filter range buttons reflect the correct date range upon clicking Month filter","tests.temp.Health","2026-09-03","broken","2026-09-03","TestHealthWeight","test_weight","",""
"","563","Verify entry date for added Blood pressure is displayed correctly in list view","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthBloodPressure","test_BP","",""
"","113","Verify filters such as 'All' is not available for HbA1c health param","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthHbA1c","test_hbA1c","",""
"","2182","Verify HbA1c list page loaded with correct UI elements","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthHbA1c","test_hbA1c","",""
"","7218","Verify user can add blood pressure using floating plus button","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthHbA1c","test_hbA1c","",""
"","10309","Verify user can edit added weights","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthWeight","test_weight","",""
"","2634","Verify user can delete weight and but saying YES, should delete weight","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthWeight","test_weight","",""
"Test login functionality with valid credentials","28349","Verify 'No data recorded' message displayed when no weights are recorded","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthExercise","test_exercise","",""
"","1107","Verify HbA1c addition form has correct fields","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthHbA1c","test_hbA1c","",""
"","7374","Verify user can add exercise using floating plus button","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthExercise","test_exercise","",""
"","2612","Verify user cannot save HbA1c entry without filling HbA1c data and should display error message","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthHbA1c","test_hbA1c","",""
"","988","Verify Filter range buttons reflect the correct date range upon clicking Week filter","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthWeight","test_weight","",""
"","838","Verify Filter range buttons reflect the correct date range upon clicking Month filter","tests.temp.Health","2026-09-03","broken","2026-09-03","TestHealthExercise","test_exercise","",""
"","2476","Verify user can delete weight and but saying NO, shouldn't delete weight","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthWeight","test_weight","",""
"","287","Verify added BP entry is displayed correctly in list view","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthBloodPressure","test_BP","",""
"","4151","Verify user close the exercise input field bottom sheet","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthExercise","test_exercise","",""
"","556","Verify entry date for added HbA1c is displayed correctly in list view","tests.temp.Health","2026-09-03","passed","2026-09-03","TestHealthHbA1c","test_hbA1c","",""
