"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"As a new user, I should see the congratulations page after completing the forms","3406","test_congratulations_page","tests.temp","2026-07-12","passed","2026-07-12","TestGuidedTour","test_reg_banner","",""
"","4956","Verify 'Chef Curated' expected tags are present and display fewer tags when view more is not clicked","tests.temp","2026-07-12","passed","2026-07-12","TestChefCurated","test_curatedRecipes","",""
"Test removing an added ingredient on the Add Ingredients page","5811","validate remove added ingredient functionality","tests.temp.HabiRecipes","2026-07-12","passed","2026-07-12","TestRecipes","test_recipes3","",""
"","2412","Verify floating water track option when clicked, navigates to Add Food page","tests.temp.Food","2026-07-12","passed","2026-07-12","TestGenericFlow","test_generic_foodFlow","",""
"","2468","Verify user can delete exercise and but saying YES, should delete exercise","tests.temp.Health","2026-07-12","passed","2026-07-12","TestHealthExercise","test_exercise","",""
"As a new user, I should see a validation error when the zipcode field is not filled","12719","test_zipcodeField_is_required","tests.temp","2026-07-12","passed","2026-07-12","TestGuidedTour","test_reg_banner","",""
"","2326","Verify set reminder page elements","tests.temp.WaterTracking","2026-07-12","passed","2026-07-12","TestWater","test_water","",""
"","265","Verify default_water_quantity_to_track in main food dashboard page should be 8 oz","tests.temp.WaterTracking","2026-07-12","passed","2026-07-12","TestWater","test_water","",""
"","1003","Verify HbA1c addition form has correct fields","tests.temp.Health","2026-07-12","passed","2026-07-12","TestHealthHbA1c","test_hbA1c","",""
"","5102","Verify toaster message is displayed when user tries to reset calorie targets","tests.temp.Food","2026-07-12","passed","2026-07-12","TestSetTargets","test_set_targets","",""
"","1910","Verify ENTRY_COUNT reflects the correct value after adding second exercise","tests.temp.Health","2026-07-12","passed","2026-07-12","TestHealthExercise","test_exercise","",""
"As a new user, I should see a validation error when the timezone field is not filled","6811","test_timezoneField_is_required","tests.temp","2026-07-12","passed","2026-07-12","TestGuidedTour","test_reg_banner","",""
"","7403","validate Delete Recipe button is present in View recipe page","tests.temp.HabiRecipes","2026-07-12","passed","2026-07-12","TestRecipes","test_recipes2","",""
"Test that Recipe Book page contains all expected elements","32400","Given the user is on the Recipe Book page, when they open the app, then all elements should be visible","tests.temp.HabiRecipes","2026-07-12","passed","2026-07-12","TestRecipes","test_recipes1","",""
"As a new user, I should be able to decrement the goal weight using the decrementor","1087","test_goalweightDecrementor","tests.temp","2026-07-12","passed","2026-07-12","TestGuidedTour","test_reg_banner","",""
"","3564","Verify error message=='Calorie Target must be a valid number' is displayed when user tries to save empty calorie","tests.temp.Food","2026-07-12","passed","2026-07-12","TestSetTargets","test_set_targets","",""
"","2328","Verify user can view HbA1c entry and validate details","tests.temp.Health","2026-07-12","passed","2026-07-12","TestHealthHbA1c","test_hbA1c","",""
"","19062","Verify chef curated can be filtered based on specific tag==Breakfast and validate only those curated recipes published from coach portal for selected Tag should be filtered with expected Name, cal & serving size","tests.temp","2026-07-12","passed","2026-07-12","TestChefCurated","test_curatedRecipes","",""
"","296","Verify entry date and time for added exercise is displayed correctly in list view","tests.temp.Health","2026-07-12","passed","2026-07-12","TestHealthExercise","test_exercise","",""
"","5411","Verify user cannot add exercise mins== 0 mins and should see error message==Minutes must be greater than or equal to 1","tests.temp.Health","2026-07-12","passed","2026-07-12","TestHealthExercise","test_exercise","",""
"","301","Verify delete button is displayed for the added weight entry","tests.temp.Health","2026-07-12","passed","2026-07-12","TestHealthHbA1c","test_hbA1c","",""
"","2607","Verify Recent Logs displays the edited HbA1c entry with correct details","tests.temp.Health","2026-07-12","passed","2026-07-12","TestHealthHbA1c","test_hbA1c","",""
"","293","Verify 'No data' is displayed when no meals are added","tests.temp.Food","2026-07-12","passed","2026-07-12","TestMyMeals","test_zmy_meals","",""
"","323","Verify added weight entry is displayed correctly in list view","tests.temp.Health","2026-07-12","passed","2026-07-12","TestHealthWeight","test_weight","",""
"Test adding a searched ingredient on the Add Ingredients page","1940","validate add searched ingredient functionality","tests.temp.HabiRecipes","2026-07-12","passed","2026-07-12","TestRecipes","test_recipes3","",""
"","6622","Verify user can set targets for exercise and it should reflect same","tests.temp.Health","2026-07-12","passed","2026-07-12","TestHealthExercise","test_exercise","",""
"Test resetting targets to initial values","6350","Verify target can be reset to initial values ","tests.temp.Food","2026-07-12","passed","2026-07-12","TestSetTargets","test_set_targets","",""
"","17977","As a user, I want to Log Recipe from View Recipe page","tests.temp.HabiRecipes","2026-07-12","passed","2026-07-12","TestRecipes","test_recipes4","",""
"Test the Diet Type page","5177","As a user When I click on the Diet Type button, it should take me to Diet Type page","tests.temp.HabiRecipes","2026-07-12","passed","2026-07-12","TestRecipes","test_recipes1","",""
