"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38214","test_userlogin","tests.userJourneySanity","2025-12-25","broken","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","44690","test_viewDemoVideos","tests.userJourneySanity","2025-12-25","broken","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","1112","test_validate_weightTargetSet","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","1622","test_validateAddedWeight","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","66502","test_deleteMeal","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","35938","test_user_is_able_to_view_and_edit_health_info","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","22137","test_user_is_able_to_view_error_message_forIncorrect_zipcode","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","79174","test_viewFitnessVideos","tests.userJourneySanity","2025-12-25","broken","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","2315","test_validate_mealTargetSet","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","25007","test_createMeal","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","19305","test_user_is_able_to_update_profile_picture","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","30696","test_user_is_able_to_view_and_edit_basic_info","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","10165","test_user_is_able_to_view_and_edit_contact_info","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","55750","test_user_is_able_to_remove_profile_picture","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","11993","test_updateMeal","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","6282","test_No_Weights_case","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","34492","test_addDiscussionPost","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","68344","test_add_weight","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","486","test_validateWeightTargetAchieved","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","43040","test_updateWeight","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","20409","test_adding_comment","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","11327","test_user_is_able_to_view_profile_details","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","17446","test_No_PostScenario","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","12222","test_saveMeal_target","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","1353","test_validateMealTargetAchieved","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","51818","test_viewProgramVideos","tests.userJourneySanity","2025-12-25","failed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","1483","test_user_is_able_to_click_on_profile_avatar","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","19841","test_edit_post","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","25050","test_setWeightTarget","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","10670","test_checkMyPosts","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","11384","test_ReadMeal","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
"","13788","test_deleteWeight","tests.userJourneySanity","2025-12-25","passed","2025-12-25","TestUserJourneySanity","test_sanity","",""
