"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10208","test_user_is_able_to_view_and_edit_contact_info","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","14938","test_edit_post","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","66682","test_deleteMeal","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","6384","test_No_Weights_case","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","10714","test_checkMyPosts","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","1323","test_validateMealTargetAchieved","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","41823","test_viewDemoVideos","tests.userJourneySanity","2025-12-27","broken","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","25803","test_createMeal","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","73969","test_viewFitnessVideos","tests.userJourneySanity","2025-12-27","broken","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","17855","test_No_PostScenario","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","1486","test_user_is_able_to_click_on_profile_avatar","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","28832","test_user_is_able_to_update_profile_picture","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","1358","test_validate_weightTargetSet","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","24102","test_updateMeal","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","458","test_validateWeightTargetAchieved","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","1613","test_validateAddedWeight","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","31968","test_user_is_able_to_view_error_message_forIncorrect_zipcode","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","24668","test_setWeightTarget","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","55705","test_user_is_able_to_remove_profile_picture","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","12493","test_saveMeal_target","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","44124","test_viewProgramVideos","tests.userJourneySanity","2025-12-27","failed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","53341","test_userlogin","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","20474","test_adding_comment","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","11735","test_deleteWeight","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","1569","test_validate_mealTargetSet","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","11619","test_ReadMeal","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","33259","test_user_is_able_to_view_and_edit_health_info","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","11172","test_user_is_able_to_view_profile_details","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","42173","test_updateWeight","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","18322","test_addDiscussionPost","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","31438","test_user_is_able_to_view_and_edit_basic_info","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
"","71766","test_add_weight","tests.userJourneySanity","2025-12-27","passed","2025-12-27","TestUserJourneySanity","test_sanity","",""
