"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5841","Verify user can edit target weight set","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","2241","Verify user can delete weight and but saying YES, should delete weight","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","2644","Verify BP addition form has correct fields","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","913","Verify Recent Logs displays data for the filter 'All' irrespective of the range","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","1188","Verify user edited BP reflects in main weight page","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","524","Verify entry date for added Blood pressure is displayed correctly in list view","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","6296","Verify user can add blood pressure using floating plus button","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","2751","Verify clicking Add BP button opens Add BP form","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","11977","Verify user can save BP entry with relevant data","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","2066","Verify Recent Logs displays the edited Blood pressure entry with correct details","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","1761","Verify ENTRY_COUNT reflects the correct value after adding Blood pressure","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","852","Verify Recent Logs displays data for the filter 'Week' as the added data lies within the week","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","11237","Verify edited target Blood Pressure reflects the same on main page","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","300","Verify target bp is displayed correctly","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","285","Verify edit button is displayed for the added weight entry","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","884","Verify Recent Logs displays data for the filter 'Month' as the added data lies within the month","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","4875","Verify user can edit Blood pressure","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"Test login functionality with valid credentials","20966","Verify 'No data recorded' message displayed when no BP is recorded","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","2049","Verify bp list page loaded with correct UI elements","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","889","Verify Recent Logs displays data for the filter 'Year' as the added data lies within the year","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","2331","Verify user can view BP entry and validate details","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","955","Verify Filter range buttons reflect the correct date range upon clicking Week filter","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","794","Verify Filter range buttons reflect the correct date range upon clicking Year filter","tests.temp.Health","2026-09-23","broken","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","801","Verify Filter range buttons reflect the correct date range upon clicking Month filter","tests.temp.Health","2026-09-23","broken","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","274","Verify added BP entry is displayed correctly in list view","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","264","Verify delete button is displayed for the added weight entry","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","286","Verify month and year header is displayed correctly","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
"","2324","Verify user can delete weight and but saying NO, shouldn't delete weight","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthBloodPressure","test_BP","",""
