"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test Snap functionality","506","Verify user should see 'Analyze and retake' button after selecting photo","tests.temp.Food","2026-07-13","passed","2026-07-13","TestSnap","test_snap","",""
"As a new user, I should see the congratulations page after completing the forms","3262","test_congratulations_page","tests.temp","2026-07-13","passed","2026-07-13","TestGuidedTour","test_reg_banner","",""
"","20575","Verify 'Chef Curated' expected tags are present and display fewer tags when view more is not clicked","tests.temp","2026-07-13","broken","2026-07-13","TestChefCurated","test_curatedRecipes","",""
"","954","Verify Recent Logs displays data for the filter 'Week' as the added data lies within the week","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"","295","Verify edit button is displayed for the added weight entry","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthBloodPressure","test_BP","",""
"","2135","validate that nutritional info can be viewed for the generated recipe","tests.temp.zHabiRecipes","2026-07-13","passed","2026-07-13","TestRecipes","test_recipes2","",""
"Test case 3 description","1735","Verify user can view added weights","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"Test editing daily water target using incrementor button","3226","Verify Daily Water Target intake can be edited using incrementor button and should be incremented by 1 unit on each click","tests.temp.Food","2026-07-13","passed","2026-07-13","TestSetTargets","test_set_targets","",""
"","9045","Verify 'Create Meal' can be deleted","tests.temp.Food","2026-07-13","passed","2026-07-13","TestMyMeals","test_zmy_meals","",""
"Test login functionality with valid credentials","28650","Verify Set Targets button is present on Food Dashboard page","tests.temp.Food","2026-07-13","broken","2026-07-13","TestSetTargets","test_set_targets","",""
"","46826","Verify user can edit nutritional details fields after completing analysis","tests.temp.Food","2026-07-13","passed","2026-07-13","TestSnap","test_snap","",""
"As a new user, I should see a validation error when the height feet is not selected","97","test_height_feet","tests.temp","2026-07-13","broken","2026-07-13","TestGuidedTour","test_reg_banner","",""
"","20081","Verify water tracked from food dashboard reflects inside water intake page","tests.temp.WaterTracking","2026-07-13","broken","2026-07-13","TestWater","test_water","",""
"Test case 3 description","1880","Verify user can view added exercise","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthExercise","test_exercise","",""
"","1150","Verify user edited BP reflects in main weight page","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthBloodPressure","test_BP","",""
"","3935","Verify user can edit HbA1c","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthHbA1c","test_hbA1c","",""
"","19797","Verify edited target weight reflects the same on main page","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"As a new user, I should see a validation error when the state field is not filled","137","test_stateField_is_required","tests.temp","2026-07-13","broken","2026-07-13","TestGuidedTour","test_reg_banner","",""
"Test the MACRONUTRIENT_CONSIDERATIONS page","4307","As a user When I click on the MACRONUTRIENT_CONSIDERATIONS button, it should take me to MACRONUTRIENT_CONSIDERATIONS page","tests.temp.zHabiRecipes","2026-07-13","passed","2026-07-13","TestRecipes","test_recipes1","",""
"","12133","Verify user can set a custom reminder to for ex., 3pm","tests.temp.WaterTracking","2026-07-13","passed","2026-07-13","TestWater","test_water","",""
"As a new user, I should be able to increment the weight using the incrementor","222","test_weightIncrementor","tests.temp","2026-07-13","broken","2026-07-13","TestGuidedTour","test_reg_banner","",""
"","5442","Verify 'Snap & Log' option is available when Add Food button is clicked and which clicked 'Snap & Log' should take to camera page","tests.temp.Food","2026-07-13","passed","2026-07-13","TestSnap","test_snap","",""
"","2133","Verify HbA1c list page loaded with correct UI elements","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthHbA1c","test_hbA1c","",""
"","7709","Verify user can log snapped and analysed food","tests.temp.Food","2026-07-13","passed","2026-07-13","TestSnap","test_snap","",""
"","19398","Verify chef curated can be filtered based on specific tag==Low-Calorie and validate only those curated recipes published from coach portal for selected Tag should be filtered with expected Name, cal & serving size","tests.temp","2026-07-13","passed","2026-07-13","TestChefCurated","test_curatedRecipes","",""
"Test Snap functionality","1340","Verify clicking second time 'Snap & Log' button shouldnt show welcome page and takes you to camera taking or photo library","tests.temp.Food","2026-07-13","passed","2026-07-13","TestSnap","test_snap","",""
"","24709","Verify chef curated can be filtered based on specific tag==Plant-Based and validate only those curated recipes published from coach portal for selected Tag should be filtered with expected Name, cal & serving size","tests.temp","2026-07-13","passed","2026-07-13","TestChefCurated","test_curatedRecipes","",""
"","900","Verify Recent Logs displays data for the filter 'Month' as the added data lies within the month","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"As a new user, I should see a validation error when the phone field is not filled","140","test_phoneField_is_required","tests.temp","2026-07-13","broken","2026-07-13","TestGuidedTour","test_reg_banner","",""
"","5406","Verify user can remove photo for my meal","tests.temp.Food","2026-07-13","passed","2026-07-13","TestMyMeals","test_zmy_meals","",""
"","13114","Verify user can add weight using floating plus button","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"","1994","Verify floatingPlus button floats options such as 'Breakfast', 'Lunch', 'Dinner', 'Snacks', 'Water' options","tests.temp.Food","2026-07-13","passed","2026-07-13","TestGenericFlow","test_generic_foodFlow","",""
"","3899","Verify user cannot edit Water targets data for past dates","tests.temp.Food","2026-07-13","failed","2026-07-13","TestSetTargets","test_set_targets","",""
"","902","Verify Recent Logs displays data for the filter 'Week' as the added data lies within the week","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthExercise","test_exercise","",""
"","904","Verify user edited exercise reflects in main weight page","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthExercise","test_exercise","",""
"","9223","Verify user can see coach added weights","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"","1907","Verify Time Picker shows the current time when Custom reminder is selected","tests.temp.WaterTracking","2026-07-13","passed","2026-07-13","TestWater","test_water","",""
"","4684","Verify custom food form validation for required fields such as Name & Serving unit","tests.temp.Food","2026-07-13","passed","2026-07-13","TestGenericFlow","test_generic_foodFlow","",""
"","23446","Verify user can edit tracked waterIntake","tests.temp.WaterTracking","2026-07-13","broken","2026-07-13","TestWater","test_water","",""
"","116","Verify created & saved my meal in My Meals list by asserting number of items and total cals is properly computed and displayed","tests.temp.Food","2026-07-13","broken","2026-07-13","TestMyMeals","test_zmy_meals","",""
"","2498","Verify user can delete weight and but saying YES, should delete weight","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthHbA1c","test_hbA1c","",""
"","313","Verify entry date and time for added exercise is displayed correctly in list view","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthExercise","test_exercise","",""
"","793","verify appropriate tags linked to curated recipe should all be displayed in view page","tests.temp","2026-07-13","passed","2026-07-13","TestChefCurated","test_curatedRecipes","",""
"","29035","Verify on changing target unit from oz to ml, water track on food dashboard updates accordingly","tests.temp.WaterTracking","2026-07-13","broken","2026-07-13","TestWater","test_water","",""
"","3632","Verify user can react by clicking LIKE button to user's own post","tests.temp.DiscussionForum","2026-07-13","passed","2026-07-13","TestDiscussionForum","test_discuss","",""
"","974","Verify exercise list page loaded with correct details","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthExercise","test_exercise","",""
"","4581","Verify custom foods can be deleted","tests.temp.Food","2026-07-13","passed","2026-07-13","TestGenericFlow","test_generic_foodFlow","",""
"","298","Verify month and year header is displayed correctly","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthBloodPressure","test_BP","",""
"","554","Verify 'search the web' page elements","tests.temp.Food","2026-07-13","passed","2026-07-13","TestSearchTheWeb","test_searchTheWeb","",""
"","1431","verify appropriate Recipe Ingredients is displayed for the published curated recipe","tests.temp","2026-07-13","passed","2026-07-13","TestChefCurated","test_curatedRecipes","",""
"","1004","Verify Filter range buttons reflect the correct date range upon clicking Year filter","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthBloodPressure","test_BP","",""
"","18423","Verify user can create a new post","tests.temp.DiscussionForum","2026-07-13","passed","2026-07-13","TestDiscussionForum","test_discuss","",""
"","290","Verify target exercise is displayed correctly in list page","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthExercise","test_exercise","",""
"Test adding a searched ingredient on the Add Ingredients page","1925","validate add searched ingredient functionality","tests.temp.zHabiRecipes","2026-07-13","passed","2026-07-13","TestRecipes","test_recipes3","",""
"","907","Verify Recent Logs displays data for the filter 'All' irrespective of the range","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"Test login functionality with valid credentials","23163","Verify 'No data recorded' message displayed when no HbA1c data is recorded","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthHbA1c","test_hbA1c","",""
"","749","Validate user can fav the 'search the web' recipe from view page","tests.temp.Food","2026-07-13","passed","2026-07-13","TestSearchTheWeb","test_searchTheWeb","",""
"","288","Verify edit button is displayed for the added weight entry","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"","22949","Verify target is increased by 50ml for every increment","tests.temp.WaterTracking","2026-07-13","broken","2026-07-13","TestWater","test_water","",""
"","962","Verify user should see Log message == 'Are you sure you want to log all 3 foods in Henrnr as Breakfast?","tests.temp.Food","2026-07-13","passed","2026-07-13","TestMyMeals","test_zmy_meals","",""
"","20762","Verify user can track water by directly clicking on available options such as 8 oz","tests.temp.WaterTracking","2026-07-13","broken","2026-07-13","TestWater","test_water","",""
"Test Snap functionality","1329","Verify user should see AI Analysis in Progress after clicking 'Analyze' button","tests.temp.Food","2026-07-13","passed","2026-07-13","TestSnap","test_snap","",""
"","542","Verify entry date for added Blood pressure is displayed correctly in list view","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthBloodPressure","test_BP","",""
"","125","Verify user can see disclaimer","tests.temp.Learn","2026-07-13","broken","2026-07-13","TestLearn","test_learn","",""
"","100","test_regPage2","tests.temp","2026-07-13","broken","2026-07-13","TestGuidedTour","test_reg_banner","",""
"","948","Verify Recent Logs displays data for the filter 'Year' as the added data lies within the year","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthExercise","test_exercise","",""
"Test resetting targets to initial values","187","Verify target can be reset to initial values ","tests.temp.Food","2026-07-13","broken","2026-07-13","TestSetTargets","test_set_targets","",""
"","3474","Verify user cannot add exercise steps more than 100000 steps and should see error message==Steps must be less than or equal to 100000","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthExercise","test_exercise","",""
"","10922","Verify user can view added exercise data==Other activity","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthExercise","test_exercise","",""
"","1209","Verify on changing target unit from oz to ml, all water intake options unit should update to ml","tests.temp.WaterTracking","2026-07-13","passed","2026-07-13","TestWater","test_water","",""
"","1041","Verify HbA1c addition form has correct fields","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthHbA1c","test_hbA1c","",""
"Test editing daily fiber target","4430","Verify Daily Fiber Target intake can be edited","tests.temp.Food","2026-07-13","broken","2026-07-13","TestSetTargets","test_set_targets","",""
"Test that all home screen elements are properly displayed","30392","Verify home screen is loaded correctly with all elements","tests.temp.zHabiRecipes","2026-07-13","passed","2026-07-13","TestRecipes","test_recipes3","",""
"","299","Verify delete button is displayed for the added weight entry","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthBloodPressure","test_BP","",""
"As a new user, I should not be able to edit the email field in the profile setup page","155","test_emailField_is_disabled","tests.temp","2026-07-13","broken","2026-07-13","TestGuidedTour","test_reg_banner","",""
"","2709","Verify clicking Add HbA1c button opens Add HbA1c form","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthHbA1c","test_hbA1c","",""
"","20894","Verify chef curated can be filtered based on specific tag==High-Fiber and validate only those curated recipes published from coach portal for selected Tag should be filtered with expected Name, cal & serving size","tests.temp","2026-07-13","passed","2026-07-13","TestChefCurated","test_curatedRecipes","",""
"","295","Verify weight entry count is displayed correctly in list view","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"Test that Recipe Book page contains all expected elements","32632","Given the user is on the Recipe Book page, when they open the app, then all elements should be visible","tests.temp.zHabiRecipes","2026-07-13","passed","2026-07-13","TestRecipes","test_recipes1","",""
"Test login functionality with valid credentials","16656","Verify View Details button is present on Food Dashboard page","tests.temp.Food","2026-07-13","passed","2026-07-13","TestFoodNutrientViewDetails","test_viewDetails","",""
"","2482","Verify user can delete weight and but saying YES, should delete weight","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthBloodPressure","test_BP","",""
"Test grams of each macronutrient are calculated correctly","278","Verify Grams of Each Macronutrient are calculated properly based on targets set","tests.temp.Food","2026-07-13","broken","2026-07-13","TestSetTargets","test_set_targets","",""
"","1223","Verify curated recipes can be favorited","tests.temp","2026-07-13","passed","2026-07-13","TestChefCurated","test_curatedRecipes","",""
"","303","Verify target bp is displayed correctly","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthBloodPressure","test_BP","",""
"","10450","Verify user can edit added weights","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"","3522","Verify error message=='Calorie Target must be a valid number' is displayed when user tries to save empty calorie","tests.temp.Food","2026-07-13","passed","2026-07-13","TestSetTargets","test_set_targets","",""
"","43495","test_login_success","tests.temp","2026-07-13","broken","2026-07-13","TestGuidedTour","test_reg_banner","",""
"","906","Verify Recent Logs displays data for the filter 'Month' as the added data lies within the month","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthExercise","test_exercise","",""
"","20628","Verify the macro progress rings update after logging food.","tests.temp.Food","2026-07-13","broken","2026-07-13","TestGenericFlow","test_generic_foodFlow","",""
"","3202","Verify appropriate messages are displayed when no posts are available under 'My Posts'","tests.temp.DiscussionForum","2026-07-13","passed","2026-07-13","TestDiscussionForum","test_discuss","",""
"","5213","Verify toaster message is displayed when user tries to reset calorie targets","tests.temp.Food","2026-07-13","passed","2026-07-13","TestSetTargets","test_set_targets","",""
"","5033","Verify user can edit added exercise","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthExercise","test_exercise","",""
"","118","Verify Recent Logs displays data for the filter 'All' irrespective of the range","tests.temp.Health","2026-07-13","broken","2026-07-13","TestHealthHbA1c","test_hbA1c","",""
"","5120","Verify user cannot add Target exercise mins more than 1440 mins and should see error message==Minutes must be less than or equal to 1440","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthExercise","test_exercise","",""
"","0","verify appropriate cook time is displayed for the published curated recipe","tests.temp","2026-07-13","passed","2026-07-13","TestChefCurated","test_curatedRecipes","",""
"Test deleting a recipe","11105","validate deleting a recipe from recipe list page","tests.temp.zHabiRecipes","2026-07-13","passed","2026-07-13","TestRecipes","test_recipes4","",""
"","170","Verify when clicked any meal card under progress section of main food dashboard, should take to Food Log page and should have 4tabs such as 'Breakfast', 'Lunch', 'Dinner', 'Snacks'","tests.temp.Food","2026-07-13","broken","2026-07-13","TestGenericFlow","test_generic_foodFlow","",""
"","16122","Verify user cannot save MyMeal with 1 food item","tests.temp.Food","2026-07-13","passed","2026-07-13","TestMyMeals","test_zmy_meals","",""
"","910","Verify user edited weight reflects in main weight page","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"","5280","Verify user can add blood pressure using floating plus button","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthHbA1c","test_hbA1c","",""
"","288","Verify month and year header is displayed correctly","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"validate set preferences is hidden when there are no recipes","2549","validate set preferences button/link is hidden when there are no recipes","tests.temp.zHabiRecipes","2026-07-13","passed","2026-07-13","TestRecipes","test_recipes4","",""
"Test the MICRONUTRIENT_CONSIDERATIONS page","5081","As a user When I click on the MICRONUTRIENT_CONSIDERATIONS button, it should take me to MICRONUTRIENT_CONSIDERATIONS page","tests.temp.zHabiRecipes","2026-07-13","passed","2026-07-13","TestRecipes","test_recipes1","",""
"","5525","Verify user can delete added items from the meal when clicks 'YES'","tests.temp.Food","2026-07-13","passed","2026-07-13","TestMyMeals","test_zmy_meals","",""
"Test recently generated recipes","20531","validate recently generated recipes","tests.temp.zHabiRecipes","2026-07-13","passed","2026-07-13","TestRecipes","test_recipes1","",""
"","7610","Verify user can add blood pressure using floating plus button","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthBloodPressure","test_BP","",""
"Test the Dietary Restrictions page","5137","As a user When I click on the Dietary Restrictions button, it should take me to Dietary Restrictions page","tests.temp.zHabiRecipes","2026-07-13","passed","2026-07-13","TestRecipes","test_recipes1","",""
"","7391","Validate Nutritional information can be viewed by clicking unwrap button","tests.temp.Food","2026-07-13","passed","2026-07-13","TestSearchTheWeb","test_searchTheWeb","",""
"","2545","validate viewing a generated recipe","tests.temp.zHabiRecipes","2026-07-13","passed","2026-07-13","TestRecipes","test_recipes2","",""
"","2929","Verify Recent Logs displays the edited weight entry with correct details","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"","258","Verify when user reacts to user's own post, 'You reacted' message is displayed","tests.temp.DiscussionForum","2026-07-13","passed","2026-07-13","TestDiscussionForum","test_discuss","",""
"Test case 2 description","36895","Verify user is able to add weight","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"","1644","Validate 'click here to view the full recipe' link-button displays popup with relevant message","tests.temp.Food","2026-07-13","passed","2026-07-13","TestSearchTheWeb","test_searchTheWeb","",""
"","1018","Verify Filter range buttons reflect the correct date range upon clicking Month filter","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthExercise","test_exercise","",""
"","23674","Verify clicking on water track option present under floating button takes to water track page ","tests.temp.WaterTracking","2026-07-13","broken","2026-07-13","TestWater","test_water","",""
"As a new user, I should see a validation error when the weight is not selected","231","test_weight","tests.temp","2026-07-13","broken","2026-07-13","TestGuidedTour","test_reg_banner","",""
"","26405","Verify chef curated can be filtered based on specific tag==Meal Prep and validate only those curated recipes published from coach portal for selected Tag should be filtered with expected Name, cal & serving size","tests.temp","2026-07-13","passed","2026-07-13","TestChefCurated","test_curatedRecipes","",""
"","481","Verify month and year header is displayed correctly","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthHbA1c","test_hbA1c","",""
"Test login functionality with valid credentials","18260","Verify floatingPlus button for adding meals available on Food main dashboard page","tests.temp.Food","2026-07-13","passed","2026-07-13","TestGenericFlow","test_generic_foodFlow","",""
"Test resetting daily water target","4225","Verify Daily water Target intake can be reset and should revert to initial value","tests.temp.Food","2026-07-13","failed","2026-07-13","TestSetTargets","test_set_targets","",""
"Test saving targets and verifying on dashboard","2319","Verify user can save the targets and should be able to see the updated values on Food Dashboard page","tests.temp.Food","2026-07-13","broken","2026-07-13","TestSetTargets","test_set_targets","",""
"","898","Verify Recent Logs displays data for the filter 'Year' as the added data lies within the year","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"","3091","Verify 'Progress' label is displayed in main food dashboard","tests.temp.Food","2026-07-13","passed","2026-07-13","TestGenericFlow","test_generic_foodFlow","",""
"","4721","As a user, when I do invalid search, list should return empty","tests.temp.zHabiRecipes","2026-07-13","passed","2026-07-13","TestRecipes","test_recipes4","",""
"","275","Verify added exercise entry is displayed correctly in list view","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthExercise","test_exercise","",""
"","2524","Verify user can delete weight and but saying NO, shouldn't delete weight","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
"","11841","Verify user can edit target weight set","tests.temp.Health","2026-07-13","passed","2026-07-13","TestHealthWeight","test_weight","",""
