"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test case 3 description","1633","Verify user can view added exercise","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","1854","Verify ENTRY_COUNT reflects the correct value after adding second exercise","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","775","Verify Filter range buttons reflect the correct date range upon clicking Month filter","tests.temp.Health","2026-09-23","broken","2026-09-23","TestHealthExercise","test_exercise","",""
"","856","Verify Recent Logs displays data for the filter 'Year' as the added data lies within the year","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","4868","Verify user cannot add exercise mins more than 1440 mins and should see error message==Minutes must be less than or equal to 1440","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","278","Verify edit button is displayed for added exercise entry","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","278","Verify delete button is displayed for added exercise entry","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","4902","Verify user can edit added exercise","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","304","Verify target exercise is displayed correctly in list page","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","9787","Verify user can add exercise data==Other activity","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","883","Verify Recent Logs displays data for the filter 'Week' as the added data lies within the week","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"Test case 2 description","7171","Verify user is able to add exercise","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","2376","Verify user can delete exercise and but saying YES, should delete exercise","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","289","Verify exercise entry count is displayed correctly","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","887","Verify Recent Logs displays data for the filter 'Month' as the added data lies within the month","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","262","Verify month and year displayed in month header is correct","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","939","Verify exercise list page loaded with correct details","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","2389","Verify user cannot add exercise steps==0 steps, and should see error message==Steps must be greater than or equal to 1","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","2424","Verify user can delete exercise and but saying NO, shouldn't delete exercise","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","5995","Verify user can add exercise using floating plus button","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","4923","Verify user cannot add Target exercise mins more than 1440 mins and should see error message==Minutes must be less than or equal to 1440","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","6577","Verify user can set targets for exercise and it should reflect same","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","973","Verify Filter range buttons reflect the correct date range upon clicking Week filter","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","5409","Verify user cannot add exercise mins== 0 mins and should see error message==Minutes must be greater than or equal to 1","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","2103","Verify Recent Logs","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","4069","Verify user close the exercise input field bottom sheet","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","10919","Verify user set target for exercise should reflect same in main page","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","3307","Verify user cannot add exercise steps more than 100000 steps and should see error message==Steps must be less than or equal to 100000","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","10845","Verify user can view added exercise data==Other activity","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"Test login functionality with valid credentials","19976","Verify 'No data recorded' message displayed when no weights are recorded","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","889","Verify user edited exercise reflects in main weight page","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","800","Verify Filter range buttons reflect the correct date range upon clicking Year filter","tests.temp.Health","2026-09-23","broken","2026-09-23","TestHealthExercise","test_exercise","",""
"","1030","Verify Recent Logs displays data for the filter 'All' irrespective of the range","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","277","Verify entry date and time for added exercise is displayed correctly in list view","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","295","Verify added exercise entry is displayed correctly in list view","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
"","4623","Verify user cannot add Target exercise mins== 0 mins and should see error message==Minutes must be greater than or equal to 1","tests.temp.Health","2026-09-23","passed","2026-09-23","TestHealthExercise","test_exercise","",""
